,source,content,category,sentiment,date_parsed
2024,srf,MTB-Weltcup in Nove Mesto - Flückiger auf dem Podest - Indergand Sechste. Beim Cross-Country-Weltcup in Nove Mesto wird Mathias Flückiger Dritter. 3 Schweizerinnen klassieren sich in den Top 10.,world,1,2021-05-16
2025,20 minuten,Für die zweite Juni-Hälfte. Ab sofort stehen im Kanton Zürich 120’000 weitere Impftermine zur Verfügung. Diese können von Personen ab 16 Jahren gebucht werden.,world,1,2021-05-16
2026,bluewin.ch,"Verrückt – Goalie Alisson rettet Liverpool mit Last-Minute-Tor. An dieses Spiel wird sich Liverpool-Goalie Alisson Becker ein Leben lang erinnern. In der 5. Minute der Nachspielzeit köpft er den Ball zum 2:1 in die Maschen. Und es ist ein Tor, das Millionen wert sein könnte.",world,1,2021-05-16
2027,watson,Traumjob ausgeschrieben: St. Michael's Mount sucht Castle Officer. Idyllischer geht es kaum: Die britische Stiftung National Trust sucht einen Mitarbeiter für die Verwaltung des Schlosses von St. Michael's Mount in Cornwall. …,world,1,2021-05-16
2028,20 minuten,Maximal 3000 Besucher - Europa-Park-Chef will schon am Freitag wieder öffnen. Die Betreiber des Freizeitparks wollen früher als geplant wieder Besucherinnen und Besucher herein lassen. Allerdings gilt das in den ersten Tagen nur für eine beschränkte Anzahl.,world,1,2021-05-16
2029,neue zürcher zeitung,Jede antisemitische Demonstration in Deutschland ist eine Schande - Neue Zürcher Zeitung. Nach den judenfeindlichen Demonstrationen in mehreren Städten äussern Politiker Empörung. Doch seit Jahren wird muslimischer Antisemitismus geduldet. Und die selbsterklärten Antifaschisten schweigen.,world,0,2021-05-16
2030,nau.ch,Gotthard-Südportal: Staulänge von sieben Kilometern am Vormittag. Der Rückreiseverkehr nach dem verlängerten Auffahrt-Wochenende hat bereits am Sonntagmorgen begonnen. Bis zum Mittag nahm die Überlastung stark zu.,world,0,2021-05-16
2031,srf,2 weitere OL-EM-Medaillen – Edelmetall für Roos und Aebersold – Männer gehen leer aus. Zum Abschluss der OL-EM in Neuenburg holen sich Elena Roos (Silber) und Simona Aebersold (Bronze) Sprint-Edelmetall.,world,0,2021-05-16
2032,pocketpc.ch,"Amiibo selber machen mit NFC - PocketPC.ch -  Dein mobiles Leben. Die begehrten Amiibo-Sammelkarten und Figuren, etwa für Animal Crossing: News Horizons sind oft ausverkauft. 🎴🎮📺 Wir erklären, wie ihr trotzdem an die begehrten Items kommt.",world,1,2021-05-16
2033,nau.ch,Prinz Harry schiesst gegen Charles – und kriegt aufs Dach. Prinz Harry sprach von fehlenden Erziehungsfähigkeiten seines Vaters Charles. Nun kriegt Harry von einem scharfen Kritiker selbst aufs Dach.,world,0,2021-05-16
2034,20 minuten,Nach Hedgefonds-Skandal - Jetzt will sich das Parlament die CS vorknöpfen. Die Milliardenverluste der Grossbank rufen die Politik auf den Plan. Politiker verschiedener Parteien fordern eine stärkere Regulierung. Auch die Boni der Banker sollen abgeschafft werden.,world,0,2021-05-16
2035,nau.ch,"Experten warnen vor eigenmächtiger Vitamin-D-Einnahme. Sich mit Vitamin-D vor Corona schützen? Wie so oft gilt: Was in kleinen Dosen nützen mag, kann in grossen Dosen schaden - laut Experten bis hin zu schweren gesundheitlichen Folgen.",world,0,2021-05-16
2036,tages-anzeiger,80-köpfiges Gremium geplant - Neue SP-Spitze will Partei umbauen. Mattea Meyer und Cédric Wermuth erhoffen sich von Revisionen mehr Dynamik. Dabei soll vor allem die Basis profitieren.,world,0,2021-05-16
2037,telezueri.ch,"2 min Vertrauen Sie jetzt Ihrem Herzen - TeleZüri. Die günstigen Beziehungssterne bieten in dieser Woche ein solides Fundament für gemeinsame Projekte. So können Sie mit anderen Menschen etwas aufbauen, das langfristig Bestand hat. Das Wochenhoroskop vom 17. bis 23. Mai 2021.",world,1,2021-05-16
2038,bluewin.ch,"Fischer über den letzten Kaderschnitt: «Das sind schwierige Momente». Nationalcoach Patrick Fischer stellt nach dem Sieg gegen Lettland am Samstagabend sein finales Aufgebot für die WM (21. Mai bis 6. Juni) zusammen. Dominik Egli, Michael Fora, Alessio Bertaggia und Samuel Walser überstehen den letzten Cut nicht.",world,0,2021-05-16
2039,blick,"Kriegszustand in Nahost: So erlebten Schweizer in Tel Aviv das Wochenende. Die Eskalation zwischen den Hamas und Israel trifft auch viele Schweizer hart. Gegenüber Blick erzählen sie, wie sich ihr Alltag momentan verändert.",nation,1,2021-05-16
2040,20 minuten,"Oberägeri ZG : «Kein schöner Gedanke, dass jemand dieses schöne Tier vorsätzlich tötet». In Oberägeri wurde ein toter Auerhahn gefunden. Die Behörden gehen davon aus, dass ein Mensch das geschützte und seltene Tier getötet hat und haben Anzeige gegen Unbekannt erstattet.",nation,0,2021-05-16
2041,blick,"Mattea Meyer und Cédric Wermuth wollen SP umkrempeln. Ein SP-Parlament statt Delegiertenversammlungen: Das SP-Führungsduo Mattea Meyer und Cédric Wermuth stellt einen Plan vor, wie die Partei neuen Schwung bekommen soll.",nation,1,2021-05-16
2042,20 minuten,Emmetten NW : Quadfahrerin (22) wird auf Motorhaube geschleudert. Bei einem Unfall in Emmetten prallte eine 22-jährige Quadfahrerin frontal gegen ein Auto. Die Frau wurde mit Beinverletzungen ins Spital gebracht.,nation,0,2021-05-16
2043,blick,"Verkehrsunfall: Unfall im Kanton Waadt fordert Verletzte. In St-Cergue VD hat sich am Samstag ein Verkehrsunfall mit zwei Fahrzeugen ereignet. Fünf Personen wurden verletzt, sie mussten ins Spital gebracht werden.",nation,0,2021-05-15
2044,srf,Freizeit-Mekka Lauterbrunnen - Basejumper und Bergsteigerinnen: Gedenkstätte für Verunglückte. Im Berner Lauterbrunnental kommt es immer wieder zu tödlichen Unfällen. Nun gibt es eine offizielle Gedenkstätte.,nation,1,2021-05-15
2045,20 minuten,"Gesunde Ernährung : SP-Nationalrätin will Süssigkeiten an Supermarkt-Kassen verbieten. An den Kassen von Migros, Coop und anderen Detailhändlern befinden sich Regale mit Schokolade und anderem Schleckzeug. Nationalrätin Laurence Fehlmann Rielle möchte diese nun verbieten.",nation,0,2021-05-15
2046,nzzas.nzz.ch,Curevac-Impfstoff: Noch ein Sieg gegen das Virus - NZZ am Sonntag. Der Impfstoff der Tübinger Firma Curevac kann in einem normalen Kühlschrank gelagert werden. Die Zulassung könnte schon bald erfolgen.,business,1,2021-05-15
2047,coincierge.de,100%-Rallye für Ripples XRP? Trader bullish: „Ich kann es fühlen“ - Coincierge. Für Ripples XRP scheint sich eine spannende Preisaktion zu entwickeln: Ein Analyst hält bei XRP eine Rallye von 100 Prozent für möglich.,business,1,2021-05-15
2048,20 minuten,"Nach Überfall : Einzelhandelsriese Target verkauft keine Pokémon-Sammelkarten mehr. Nachdem in den USA der Hype um Pokémon-Sammelkarten aus dem Ruder gelaufen ist und ein Target-Kunde auf einem Parkplatz überfallen wurde, verkauft der Riese die Karten nur noch online.",business,0,2021-05-15
2049,googlewatchblog,"Wichtig! Damit Googles Bestätigung in zwei Schritten nicht zur Falle wird. Wichtig! Google wird die Bestätigung in zwei Schritten in Kürze für alle Nutzer aktivieren. Das _könnte_ problematisch werden. Damit ihr nicht den Zugriff auf euer Google-Konto verliert, solltet ihr die Notfall-Codes besorgen.",technology,0,2021-05-16
2050,techbook,"9 nervige WhatsApp-Typen, die jeder kennt. Wie auch im echten Leben hat jeder Chatpartner so seine Eigenarten. TECHBOOK kennt die lustigsten und nervigsten WhatsApp-Nutzer.",technology,0,2021-05-16
2051,inside digital,Samsung: Dem wohl beliebtesten Smartphone des Jahres droht das Aus. Das Samsung Galaxy A52 dürfte 2021 zu den beliebtesten Smartphones der Welt gehören. Doch es droht das Aus. Das sind die Hintergründe.,technology,0,2021-05-16
2052,merkur online,"Bill Gates seit Scheidungsankündigung verschwunden - jetzt ist wohl klar, wo er untergetaucht ist. Bill Gates zog sich nach der Scheidungs-Verkündung erstmal zurück. Mehreren Medienberichten zufolge soll er in einer Millionen-Villa auf dem Grundstück eines teuren Privatclubs verweilen.",technology,0,2021-05-16
2053,btc-echo,DeFi: Vitalik Buterin will UniSwap (UNI) zu einem Orakel-Token machen. Vitalik Buterin will das Token-Modell der dezentralen Börse UniSwap grundlegend verändern und dadurch den gesamten DeFi-Space sicherer machen.,technology,1,2021-05-16
2054,chip online,"Kaum jemand macht es: Simpler Trick räumt Ihren Smartphone-Speicher frei. Vor allem bei günstigeren Android-Smartphones kommt der interne Speicher schnell an seine Grenzen. Wer dann neue Apps installieren möchte, hat ohne SD-Karte erstmal Pech gehabt. Eine integrierte Android-Funktion räumt mit nur einem Klick jede Menge Speicher frei - doch kaum einer nutzt sie regelmäßig.",technology,0,2021-05-16
2055, cash,"Künstliche Intelligenz - Big Data und KI - Notenbanken wollen Datenschatz heben. Daten, Daten, Daten: In dieser von Technologiekonzernen wie Google und Facebook entdeckten Goldgrube schürfen nun auch Notenbanken wie die Europäische Zentralbank.",technology,0,2021-05-16
2056,chip online,"Microsoft: Windows-10-Taskleiste bekommt Update. Microsoft bringt eine neu aufgefrischte Taskleiste in Windows 10. Ein neues Modul bringt Nachrichten- und Wetter-Infos direkt in die Windows-Taskleiste. Doch die neue Funktion ist nicht nur für kommende Windows-Versionen geplant, Microsoft reicht sie per Update an alle unterstützten Windows-10-Versionen weiter.",technology,1,2021-05-16
2057,cryptoticker.io,"Diese Altcoins könnten den Bitcoin massiv outperformen!. Der Bitcoin Kurs ist seit einigen Tagen am fallen, doch manche Altcoins sind am steigen. Wir werden uns heute zwei Altcoins genauer anschauen",technology,0,2021-05-16
2058,coin-update,"Bitcoins Crash war eine ""Kapitulation"". Der CEO der Investmentberatungsfirma Vailshire Capital Management, Dr. Jeff Ross, stellt die Theorie auf, dass Elon Musks Angriff auf das Bitcoin-Netzwerk",technology,0,2021-05-16
2059,bunte.de,"ZDF-""Fernsehgarten"": ""Das nehmen wir gleich raus!"" – das stieß Andrea Kiewel sauer auf - BUNTE.de. Hoppala, da entrutscht einer 81-Jährigen vor laufenden Kameras das B-Wort! Da muss ZDF-Moderatorin Andrea Kiewel direkt eingreifen.",entertainment,0,2021-05-16
2060,blick,"Dieter Bohlen kann wegen RTL keine anderen TV-Projekte wahrnehmen. Fans löchern Pop-Titan Dieter Bohlen, wann er nach seinem «DSDS»-Aus endlich wieder auf dem TV-Bildschirm zu sehen sein wird. Wegen Verträgen mit RTL wird das noch eine Weile dauern, sagt er jetzt.",entertainment,0,2021-05-16
2061,nau.ch,"Willi Herren (†45): Schwester erfuhr über Journalist von Tod!. Das wünscht man niemandem. Anna-Maria Herren erfuhr über ein Telefonat mit einem Journalisten, dass ihr Bruder Willi Herren tot ist.",entertainment,0,2021-05-16
2062,20 minuten,20 Jahre nach Gründung - Geben Bro’Sis ein Comeback?. Vor zwanzig Jahren wurde die Castingband Bro’Sis gegründet. Zum Jubiläum gibts neue Cover-Versionen der Ex-Bandmitglieder Ross Antony und Giovanni Zarella.,entertainment,1,2021-05-16
2063,watson,Kate Winslet rüpelt doppelt in «Ammonite» und «Mare of Easttown». Im Kino und auf Sky Show brechen gerade die Kate-Winslet-Festspiele an. Beides ist sehenswert. Auch wenn man so einiges davon schon ein wenig zu kennen glaubt.,entertainment,1,2021-05-16
2064,20 minuten,Alternativ-Wettbewerb - Rea Garvey gewinnt «Free Eurovision Song Contest». Irland hat beim Eurovision Song Contest schon sieben Siege geholt. Bei der von Show-Guru Stefan Raab erdachten ESC-Variante läuft es nun ebenfalls ziemlich gut. Die Schweiz allerdings verpasste die Top Ten knapp.,entertainment,1,2021-05-16
2065,schweizer-illustrierte.ch,In der Schlosskirche Fredensborg: Prinz Christian von Dänemark wurde konfirmiert - Schweizer Illustrierte. Für Prinz Christian von Dänemark ist der 15. Mai ein großer Tag: Seine Konfirmation wird gefeiert. Dabei begleitete ihn natürlich auch seine berühmte Familie.,entertainment,1,2021-05-15
2066,schweizer-illustrierte.ch,"Herzogin Kate und Prinz William suchen einen neuen Gärtner - Schweizer Illustrierte. Bei Prinz William und Herzogin Kate ist eine Stelle frei. Die beiden Royals suchen für ihr Anwesen in Norfolk einen Chefgärtner. Im Job-Angebot ist genau aufgeführt, welche Qualitäten der künftige Angestellte von Kate und William mitbringen muss. Ein ehemalig…",entertainment,0,2021-05-15
2067,bluewin.ch,"Das musst du wissen, wenn du jetzt wieder fliegen willst. PCR-Test? QR-Code? Selbstdeklaration? Was du ausser dem Reisepass alles dabei haben musst, damit die Flugreise nicht ins Wasser fällt, erfährst du im Video.",entertainment,0,2021-05-15
2068,bazonline.ch,Journalist verlässt BBC - Er entlockte Diana die Worte: «Waren zu dritt in dieser Ehe» - Basler Zeitung. Ein legendäres Interview macht der British Broadcasting Corporation ein Vierteljahrhundert später erneut zu schaffen. Nun zieht sich der umstrittene Interviewer Martin Bashir aus dem Job zurück.,entertainment,0,2021-05-14
2069,telebasel,"Stefanie Heinzmann: ""Ich bin der Mensch, der ich bin"". «Ich bin eine hoffnungslose Optimistin» – Stefanie Heinzmann lacht herzhaft, wenn sie das sagt. Auf ihrem neuen Album «Labyrinth» zeigt sie sich hoffnungsvoll.",entertainment,1,2021-05-14
2070,watson,Torhüter Alisson köpft Liverpool zum Last-Minute-Sieg +++ Napoli hält Juve auf Distanz. DFB-Pokalsieger Borussia Dortmund hat auch das nächste Endspiel gewonnen: Bei Mainz 05 siegte der BVB mit 3:1 und sicherte sich damit die direkte Qualifikation …,sport,1,2021-05-16
2071,blick,Bundesliga: Lewandowski knackt Müller-Rekord – BVB in Champions League. Dortmund spielt nächste Saison in der Champions League. Auch Wolfsburg schafft den Sprung in die Königsklasse. Leipzig ist Vizemeister. Am Samstag stellt Bayern-Star Lewandowski den Tor-Fabelrekord von Gerd Müller aus dem Jahr 1972 ein.,sport,1,2021-05-16
2072,bluewin.ch,Nadal ringt im Final Djokovic in drei Sätzen nieder. Rafael Nadal hat das Kräftemessen mit Novak Djokovic vor den French Open für sich entschieden und zum zehnten Mal das Masters-Turnier von Rom gewonnen.,sport,1,2021-05-16
2073,srf,Dank Sieg in Mainz – Dortmund macht Qualifikation für Champions League perfekt. Der BVB sichert sich das Ticket für die «Königsklasse» mit einem 3:1 gegen Mainz. Wolfsburg reicht ein 2:2 in Leipzig.,sport,1,2021-05-16
2074,speedweek.com,Valentino Rossi (11.): Beinahe alle drei gestürzt. Valentino Rossi hatte sich in Le Mans mehr erhofft als den elften Platz. Die schwierigen Bedingungen und ein Zwischenfall mit Pol Espargaró und Franco Morbidelli funkten dem Yamaha-Star aber dazwischen.,sport,0,2021-05-16
2075,tages-anzeiger,"Der neue Besitzer des FC Basel – Warum sich alle in David Degen getäuscht haben. Kaum einer hat ihm zugetraut, dass er Bernhard Burgener den FC Basel abjagen kann. Nun sagen Bernhard Heusler, Georg Heitz und Christian Gross weitere Überraschungen voraus.",sport,0,2021-05-16
2076,blick,"Ha, ha, HSV! Hamburger verpassen Aufstieg erneut. Vor drei Jahren starb der Bundesliga-Dino aus Hamburg aus, nun verpasst der HSV erneut den Wiederaufstieg. Und Bochum braucht einen Punkt für die Rückkehr in die Bundesliga.",sport,0,2021-05-16
2077,srf,9. Etappe am Giro d'Italia – Bernal siegt und übernimmt die Gesamtführung. Der Kolumbianer Egan Bernal untermauert in der 9. Etappe des Giro d'Italia seine Ambitionen auf den Gesamtsieg.,sport,1,2021-05-16
2078,20 minuten,Dayana Yastremska - Tennisspielerin droht wegen «Sex-Dopings» das Karriereende. Dayana Yastremska wurde des Dopings überführt. Sie kämpft gegen die Sperre an. Ihr soll das Mittel beim Geschlechtsverkehr übertragen worden sein. Ist das allerdings überhaupt machbar?,sport,0,2021-05-16
2079,watson,"Transfer-Ticker: Zinedine Zidane hört Ende Saison als Real-Trainer auf. Keinen wichtigen Wechsel und kein spannendes Gerücht mehr verpassen: Hol dir jetzt den watson-Transfer-Push! So einfach geht's:
Zinédine Zidane hat den …",sport,1,2021-05-16
2080,telebasel,Wird Remo Gaugler neuer Nachwuchs-Chef beim FCB?. Wie wird der FCB nach dem Machtwechsel aufgestellt sein? Beim Nachwuchs soll der Liestaler Remo Gaugler Gerüchten zufolge das Zepter übernehmen.,sport,0,2021-05-16
2081,watson,"Lüthi und Dupasquier in Le Mans: Zwei Töfffahrer am Scheideweg - watson. Le Mans, ein «Rütli unseres Motosports» sollte die Wende bringen. Aber Tom Lüthi konnte auch diese Chance nicht nützen. Eine Karriere ist zu Ende. Wird dafür Jason Dupasquier der neue Tom Lüthi?",sport,0,2021-05-16
2082,blick,Rad: Olympiasieger Robert Dill-Bundi besiegte den Krebs. 1980 holte Robert Dill-Bundi (63) Olympiagold auf der Bahn. Er war auf dem Zenit. Doch es folgte ein Alptraum.,sport,0,2021-05-16
2083,bluewin.ch,Zidane hat Spielern seinen Abschied von Real Madrid mitgeteilt. Spanischen Medienberichten zufolge kehrt Trainer Zinedine Zidane Real Madrid den Rücken zu. Der Franzose habe dem Team seinen Abschied per Ende Saison bereits mitgeteilt.,sport,1,2021-05-16
2084,20 minuten,In Londoner Rooftop-Bar - Guardiola-Tochter beim Knutschen mit England-Star Dele Alli erwischt. Tottenham-Kicker Dele Alli schoss in dieser Premier-League-Saison noch kein Tor. Dafür wird er jetzt abseits des Fussballplatzes ein bisschen getröstet.,sport,0,2021-05-16
2085,bluewin.ch,Nicht von der Hand zu weisen»Adi Hütters Abgang als Auslöser für Frankfurts Krise?. Seit seinem verkündeten Abschied zum Saisonende bringt Adi Hütters Eintracht Frankfurt kein Bein mehr vor das andere. Nach der Pleite bei Absteiger Schalke setzt es für den Ex-YB-Coach heftige Kritik ab – auch aus den eigenen Reihen.,sport,0,2021-05-16
2086,speedweek.com,"Warm-up: Petrucci-Bestzeit – Márquez-Sturz – 7. Rossi. Das Warm-up zum Frankreich-GP wurde eine Beute von Danilo Petrucci (KTM) vor Jack Miller (Ducati). Valentino Rossi überraschte mit der siebtbesten Zeit. Zarco, Márquez, Pol Espargaró und Rins stürzten.",sport,1,2021-05-16
2087,srf,Dank Sieg in Mainz - Dortmund macht Qualifikation für Champions League perfekt. Der BVB gewinnt am vorletzten Spieltag der Bundesliga in Mainz 3:1 und hat damit einen Platz in den Top 4 auf sicher.,sport,1,2021-05-16
2088,20 minuten,RB Leipzig ist Vizemeister. Mit einem 3:1-Erfolg gegen Mainz zieht Borussia Dortmund in die Champions League ein. Dort spielt in der kommenden Saison auch Wolfsburg.,sport,1,2021-05-16
2089,srf,Goalie trifft mit Schlusspfiff - 3 Punkte statt nur 1: Alisson erlöst Liverpool in letzter Sekunde. Liverpool bleibt dank einem sensationellen Kopfball-Treffer von Alisson im Rennen um die Champions-League-Plätze.,sport,1,2021-05-16
2090,blick,Egan Bernal gewinnt Giro-Etappe in Campo Felice - Salto-Sturz von Mohoric. Egan Bernal holt sich beim Giro d'Italia die Maglia Rosa. Für den Kolumbianer ist es nach harten Monaten eine grosse Genugtuung. Einen fürchterlichen Moment erlebt derweil bei einer Abfahrt Matej Mohoric.,sport,1,2021-05-16
2091,bild,"Nicht nur Kinder sind betroffen: Angst im Dunkeln? DAS kann helfen!. „Mama, lass das Licht an!“ Sobald zur Bettzeit die Lampen ausgehen, fürchten sich viele Kinder. Doch diese Angst im Dunkeln betrifft auch Erwachsene, sie fühlen sich nachts unbehaglich, was zu Nervosität und Schlaflosigkeit bis hin zu Panikattacken führen kan…",science,0,2021-05-16
2092,watson,"So hoch könntest du auf jedem Planeten hüpfen. Angenommen, du könntest eine Reise durch unser Universum unternehmen: Wo könnte man eigentlich am höchsten springen?",science,0,2021-05-16
2093,bild,"Influencerin als Corona-Betrügerin entlarvt. Sie posierte vor Luxusautos, zeigte sich an Deck einer Riesenjacht. Auf Instagram hat Danielle Miller (31) mehr als 34 000 Fans. Doch nun gibt es Ärger um die Influencerin aus dem US-Bundesstaat Florida. Lesen Sie mit BILD, was die Behörden ihr vorwerfen.  **…",science,0,2021-05-16
2094,srf,Politik versus Wissenschaft? – «Mit der Physik kann man nicht verhandeln». Soll sich die Wissenschaft zu politischen Themen äussern? ETH-Professor Reto Knutti hat sich darüber Gedanken gemacht.,science,0,2021-05-16
2095,t-online,Köln/Corona: Wie aussagekräftig sind Inzidenzwerte wirklich? - t-online. Die Maßnahmen zur Bekämpfung der Corona-Pandemie richten sich zu großen Teilen nach der Inzidenz. In Köln machten zuletzt Stadtteile mit hohen Werten Schlagzeilen – wie aussagekräftig sind die Zahlen wirklich?,science,0,2021-05-16
2096,t-online,Logik-Rätsel: Mit der ersten Lösung liegen viele falsch – auch Sie?. t-online.de fordert Sie im Video regelmäßig mit kniffligen Rätseln heraus.  Halten Sie sich für ein 'Superhirn'?  Zerbrechen Sie sich den Kopf über unsere Aufgaben.,science,0,2021-05-16
2097,heilpraxisnet.de,"COVID-19-Fallbericht: Blutgerinnsel im Arm bei asymptomatischer Infektion. Fallbericht: Tiefe Armvenenthrombose durch COVID-19 Besonders bei schweren COVID-19-Verläufen ist das Risiko für Thrombosen hoch. Doch auch bei asymptomatischen SARS-CoV-2-Infektionen kann es unter bestimmten Umständen zur Bildung von Blutgerinnseln kommen, w…",science,0,2021-05-16
2098,die welt,"Erziehungswissenschaftler rät: Warum Eltern ängstliche Kinder auch mal allein lassen sollten. Wenn Kinder Angst haben, stehen Eltern vor einer Herausforderung. Warum es wichtig es ist, Kinder in solchen Situationen ernst zu nehmen, und warum man sie trotzdem auch mal allein lassen sollte, erklärt ein Erziehungswissenschaftler. (Video mit Transkript)",science,1,2021-05-16
2099,derstandard.at,Viele Wasserstoffwege führen in die Energiezukunft. Der Ausbau einer Wasserstoffwirtschaft kommt langsam in die Gänge. Es besteht aber weiterhin noch großer Bedarf an Forschung und Entwicklungsarbeit,science,1,2021-05-16
2100,t-online,Corona/Köln: Inzidenz sinkt erneut deutlich - t-online. Der Inzidenzwert in Köln sinkt seit mehreren Tagen. Nun ist die Sieben-Tage-Inzidenz seit Langem wieder unter 100 gefallen.,science,0,2021-05-16
2101,faz - frankfurter allgemeine zeitung,"Sieben-Tage-Inzidenz fällt weiter auf 83,1. Das Robert Koch-Institut hat seit dem Vortag 8500 Corona-Neuinfektionen und 71 neue Todesfälle registriert. Beide Zahlen liegen weit unter denen der Vorwoche.",science,1,2021-05-16
2102,t-online,"8.500 Neuinfektionen – Bundesweite Inzidenz weiter gesunken. Die bundesweite Sieben-Tage-Inzidenz ist nach Angaben des Robert-Koch-Instituts auf 83,1 gesunken. In den vergangenen 24 Stunden wurden 8500 Neuinfektionen und 71 Tote gemeldet.",science,0,2021-05-16
2103,neue schweizer zeitung,"China hat möglicherweise ein Monopol auf Raumstationen - Neue Schweizer Zeitung. Künstlerische Darstellung von Tiangong. China startete am 29. April Tianhe-1, die erste und wichtigste Einheit einer permanenten umlaufenden Raumstation",science,0,2021-05-16
2104,bild,"Inzidenz sinkt: Fast ganz Deutschland an Pfingsten wieder geöffnet. Das Licht am Ende des Tunnels wird wärmer und heller. Schon zu Pfingsten könnte der Großteil des Landes wieder für Urlauber und Ausflügler geöffnet sein. Ist die dritte Welle überwunden?Zwar warnt der Gesundheitsminister, die Zahlen stehen aber auf „Öffnung“.…",science,0,2021-05-15
2105,tages-anzeiger,"Gewohnheiten verändern – Mit Selbstdisziplin kommt man nicht weit. Wie gelingt es uns, Gewohnheiten zu verändern? Wann ist ein Verhalten eine Gewohnheit? Und warum ist Spass bei Verhaltensänderungen so wichtig? Zu diesen Fragen forscht die US-Sozialpsychologin Wendy Wood.",science,0,2021-05-15
2106,tages-anzeiger,"Psychologisches Phänomen – Fühlen Sie sich auch so ein bisschen bäh?. Nicht depressiv, aber auch nicht gut drauf: «Languishing» ist der Gemütszustand der Stunde. Eine Psychologin erklärt, warum sich gerade so viele damit identifizieren und was dagegen hilft.",science,0,2021-05-15
2107,die welt,"Marsroboter: Chinas Raumfahrt ist meisterhaft – und kriminell. Es sind die zwei Seiten einer Diktatur, die Peking diese Woche demonstriert. Auf dem Roten Planeten beweist China seine Weltklasse – und liefert gleich danach vor Indien ein Schurkenstück.",science,1,2021-05-15
2108,die welt,Hamburg: Millionen-Metropole kratzt an der 50er-Inzidenz. Sieben Monate nach Überschreiten des Inzidenzwertes von 50 kratzt Hamburg erstmals wieder an dieser Grenze – und lässt die Bürger auf weitere Lockerungen hoffen. So denkt der rot-grüne Senat über eine frühere Öffnung der Außengastronomie nach.,science,0,2021-05-15
2109,heilpraxisnet.de,"COVID-19-Fallbericht: Blutgerinnsel im Arm bei asymptomatischer Infektion. Besonders bei schweren COVID-19-Verläufen ist das Risiko für Thrombosen hoch. Doch auch bei asymptomatischen SARS-CoV-2-Infektionen kann es unter bestimmten Umständen zur Bildung von Blutgerinnseln kommen, wie ein aktueller Fallbericht zeigt.",science,0,2021-05-16
2110,heidelberg24.de,BioNTech-Nebenwirkung: Herzmuskelentzündung nach Impfung – wie oft passiert das? - heidelberg24.de. Nach Berichten über Herzmuskelentzündungen nach einer BioNTech-Impfung aus Israel ist die Verunsicherung groß. So viele Fälle der seltenen Nebenwirkung sind in Deutschland erfasst worden:,health,0,2021-05-16
2111,business insider deutschland,"Mehrere Jahre wirksam: Forschende arbeiten an ""Super-Vakzin"". Der Ansatz basiert darauf T-Zellen zu stimulieren anstatt den Fokus auf die Produktion von Antikörpern zu setzen. Das sorgt auch für Kritik.",health,0,2021-05-16
2112,kurier,Covid-19 kann zu Erektionsstörungen führen - kurier.at. Lesen Sie nationale wie internationale Entwicklungen zur Corona-Pandemie in unserem Live-Ticker.,health,1,2021-05-15
2113,heilpraxisnet.de,"Geruchsverlust bei COVID-19: Ursachen entdeckt. Mechanismen der Kurz- und Langzeitanosmie bei COVID-19 entschlüsselt Der Verlust des Geruchssinns, in der Fachsprache Anosmie, ist eines der am häufigsten berichteten Symptome bei COVID-19. Allerdings blieb bislang unklar, über welche Mechanismen das Coronavi…",health,0,2021-05-14
2114,solinger-tageblatt-online,"Solingen Corona: Inzidenzwert sinkt in Solingen auf 140,7 - Impfungen für Allergiker - solinger-tageblatt.de. Hier finden Sie die neuesten Informationen zu Entwicklungen rund um das Coronavirus in Solingen: Unser Live-Blog wird laufend aktualisiert.",health,1,2021-05-14
2115,aerztezeitung.de,"Typ-2-Diabetes: Was in der neuen Nationalen Leitlinie steht - Ärzte Zeitung. Organprotektive Antidiabetika und patientenfreundliche Sprache: Das sind zwei wesentliche Punkte, auf die die überarbeitete „Nationale VersorgungsLeitlinie Typ-2-Diabetes“ setzt.",health,1,2021-03-26
2116,np-coburg.de,Coburg: Top-Mediziner mit Herzblut - Coburg - Neue Presse Coburg. Der Coburger Professor Johannes Brachmann zählt zu den besten Ärzten Deutschlands. Mit seiner Kardiologie übertrumpft er sogar die Berliner Charité.,health,1,2020-12-22
2117,insuedthueringen.de,Werra-Bote - Sie haben einen guten Leumund - inSüdthüringen.de. Vergleichsweise komfortabel mit Medizinern ausgestattet ist die Stadt Wasungen als ausgewiesenes Grundzentrum. Nach Angaben der Kassenärztlichen Vereinigung Thüringen sind es sieben an der Zahl.,health,1,2020-12-08
2118,www.swr.de,Medizingeschichte HIV und Aids – Geschichte einer Pandemie - SWR. Für viele beginnt die Geschichte von AIDS Anfang der 1980er-Jahre. Tatsächlich ist das HI-Virus wahrscheinlich schon 100 Jahre alt. Und seine Geschichte ist noch nicht zu Ende erzählt. Von David Beck. Manuskript und mehr zur Sendung: http://swr.li/hiv-und-aids,health,1,2020-11-30
2119,agrarheute.com,"Sojaanbau mit Mulch- und Direktsaat: So geht's - agrarheute.com. Wer beim Sojaanbau die Direkt- und Mulchsaat richtig einzusetzen weiß, wird mit stabilen Sojaerträge belohnt und kann die Produktionskosten senken. So sieht der Anbau von Soja nach Zwischenfrucht aus.",health,1,2020-11-25
